Date,BA,AMZN,AAPL,MSFT,MC.PA,GOOGL,GM
9/24/12,,,,,,,
9/25/12,-0.9281954515016672,-0.9183657662672844,-2.4971367632687578,-1.2670284503993796,0.1627907187727744,-0.02935677322737674,-3.44828545014784
9/26/12,1.2539777245457102,-1.1051290987249311,-1.2411902132674826,-0.7239482402078548,-1.5847193094501428,0.573978544772198,-0.5527173602714985
9/27/12,-0.2135109689295972,2.7716578104830973,2.426397058400454,-0.03315188152876998,-1.3212078650601553,0.40347024264725434,-0.8977996651094455
9/28/12,-0.7132568930788882,-0.884675566229005,-2.087090455789835,-1.326249115039352,-2.092070477766988,-0.2643769951343666,-1.8550527144792954
10/1/12,0.5890647614760715,-0.908309191734165,-1.1557772364589505,-0.9072515175557725,3.0769326250296185,0.964878032956405,1.4944911889309505
10/2/12,-0.6856308876762683,-0.5594972532736348,0.2912002481113788,0.5764685881302124,0.12437813383493727,-0.6287911474977103,2.5552219819129793
10/3/12,0.4745915511474934,2.1229017847669107,1.5333243156277534,0.674318645332157,-1.5734986513243021,0.7278810208582541,2.998299843595864
10/4/12,0.11451640275229624,1.7779005296803856,-0.6925430294734565,0.5693177338176886,1.2200248453940505,0.7278752178455506,1.0660178668610727
10/5/12,1.358306638304946,-0.7524824327082497,-2.1310842350806176,-0.599408915784144,1.496256838216244,-0.052086652277283,0.608516598248053
10/8/12,-0.4514069062639809,0.2127530767570605,-2.209643408253781,-0.23451254763032253,-1.4741990343557778,-1.2779267194951485,-0.9274203308136719
10/9/12,0.09922215500863368,-3.126685348001901,-0.36356871865311324,-1.6789595545221627,-1.4546962538548485,-1.814363288835719,-0.8139861795123504
10/10/12,-0.4247078885639278,-2.378865888380372,0.7958024824303944,-1.0246069380618605,-0.12652891519506435,0.0631629961433145,-0.5744687988192211
10/11/12,0.6966400196232462,-0.3143001691028171,-1.9987337303473172,-0.10350793949621398,3.842897273921778,0.9294097356597697,1.7746356369874265
10/12/12,1.440046798267142,-0.7616083827630421,0.2563381579103097,0.86353378531117,-0.0813222994537271,-0.8955683710008742,-0.8921288147572094
10/15/12,0.556750311214025,0.7509456975121835,0.8019772034539937,1.0616596940097967,0.7732831768484654,-0.5062061516123253,0.1636679511182652
10/16/12,1.7024147215432246,-0.09828446509948233,2.3678095117111178,-0.06777113111323402,3.5945242196692573,0.5020338220098582,1.2663301528146862
10/17/12,0.20411314741011355,1.4552771053924989,-0.7971880072668088,0.3391009977379813,0.5068066034761755,1.4489030997270858,1.0891516913157404
10/18/12,0.8556319166095778,-1.0667093404438652,-1.8569057452950315,-0.3041532950572726,-1.6291538361140059,-8.006722773473019,1.995219920072273
10/19/12,-0.3366358694017143,-1.980806976169732,-3.6039587567356737,-2.9152860389752284,-0.7886377425211223,-1.900716709641541,-3.7949796553024853
10/22/12,-0.41887995848246723,-2.59166708333332,3.9665904732179427,-2.2346108134640095,-0.556454361482793,-0.45761669795930876,0.12196891317210058
10/23/12,-1.1940299429400922,0.22670844480582583,-3.2601076302581475,0.1785607315167358,-2.158255946333504,0.24753684689535954,-3.0462766888720414
10/24/12,-0.1510597579793077,-2.483885898885122,0.5657703661271165,-0.534743719331443,0.36763973116436066,-0.4482967696187403,-0.7541223176222798
10/25/12,-1.6091174625177853,-2.4377464563493727,-1.181875183276376,-0.0717065712243602,-0.3662930922248317,0.06791518649441233,-0.2532496710091002
10/26/12,-0.6010567460083054,6.8724238011163115,-0.9088752716018942,1.1836622482592711,2.1241699991237524,-0.3850916956329929,-1.4811549706431677
10/31/12,-0.942220529542458,-2.2456371254693384,-1.437064218997283,1.1698033989019525,-0.15999793215208258,0.7627930088245319,9.536087865610273
11/1/12,0.4969050897141214,-0.3220404496631047,0.20492214766032651,3.4337663411631225,1.5624975897712199,1.071586791711738,0.7058580858274859
11/2/12,-1.0453612549499056,0.12061643887575087,-3.3090995874898645,-0.0677404120964363,-1.065087208046468,0.04799250814636183,0.42836283585064794
11/5/12,0.5139446040406392,0.821789870250328,1.3557595381421939,0.4406655224211872,2.5518415175956437,-0.7210142495726263,-0.8530306767456989
11/6/12,2.286563497598389,1.3783962669876133,-0.3027526498062687,0.776258033063847,1.088649438389696,-0.18155833989388587,2.4247020486084923
11/7/12,-2.0536243746381753,-2.315204599387141,-3.8262568799083465,-2.612212245242493,-0.7692380635386986,-2.141643100073259,-4.429167305612931
11/8/12,1.2408854067509691,-2.0296440750637252,-3.629060357575315,-0.9284586375520265,0.03877075093916171,-2.2229888663131807,-1.2385182049825934
11/9/12,3.198094149420235,-0.45744797561166556,1.731309116874922,0.06941776998674537,-2.4409302330125913,1.6465040776335367,1.294479744891931
11/12/12,0.6006973452044098,0.07070080925014591,-0.7732013845475989,-2.1158527413734536,-0.27800175311796604,0.4328692822958766,0.8786088702991881
11/13/12,-0.4478267485501687,0.057404954045110486,0.012887629996352226,-3.2154418639320452,0.756673237068135,-1.0286855211269792,-1.7418853978770794
11/14/12,-2.821703072111718,-1.6107718020095778,-1.1088652883352825,-0.9228576602496436,-0.2766831698927477,-0.9862716649757507,-2.6188662675912973
11/15/12,-0.3506727484554406,-1.0540439702270947,-2.0973380068309715,-0.6706290164686307,1.3476039091940757,-0.8106647538611577,-1.1998287442966868
11/16/12,-0.3800853825535593,2.0988168060158583,0.3919269156289396,-0.5251328592399687,-1.7207593211157206,-0.012359472734822468,-0.1256099921489441
11/19/12,1.6815231449365537,1.989082750771789,7.210809341842687,0.7918554508261935,0.1591630736938203,3.2494878037192128,4.528293239294703
